customer_id,first_item_added,last_item_added,discount_applied,item_category,number_of_items,total_price,shipping_region,abandoned_checkout,reason_for_abandonment
253636,2023-06-13 19:50:43,2023-06-13 20:13:43,False,"Accessories, Clothing, Shoes",6,$450.46,Asia,False,
151683,2023-07-09 12:19:26,2023-07-09 13:08:26,False,"Shoes, Accessories",5,$79.17,Africa,False,
199305,2023-06-13 09:45:29,2023-06-13 09:45:29,True,Accessories,1,$40.63,North America,True,Price Comparison
555057,2023-06-21 15:23:27,2023-06-21 15:40:27,False,"Clothing, Accessories, Shoes",2,$195.12,Asia,True,Payment Issues
664676,2023-06-25 21:48:13,2023-06-25 22:16:13,True,Shoes,2,$196.21,Europe,True,Payment Issues
647795,2023-07-08 03:36:57,2023-07-08 04:34:57,False,Shoes,3,$101.74,Others,True,Price Comparison
298188,2023-06-30 23:54:17,2023-06-30 23:54:17,True,Accessories,1,$30.43,,True,Price Comparison
397850,2023-07-02 13:30:52,2023-07-02 13:30:52,False,Clothing,1,$74.35,Asia,True,Price Comparison
181697,2023-06-23 07:39:20,2023-06-23 07:41:20,True,"Accessories, Shoes, Clothing",4,$180.78,Europe,True,Payment Issues
120278,2023-06-20 14:37:00,2023-06-20 15:37:00,False,Accessories,2,$137.86,Latin America,True,Payment Issues
250195,2023-06-22 00:44:07,2023-06-22 00:49:07,False,Shoes,4,$160.15,Europe,False,
79396,2023-06-25 22:33:26,2023-06-25 23:07:26,False,Clothing,3,$86.69,North America,True,High Shipping Costs
853743,2023-06-23 11:39:01,2023-06-23 12:30:01,True,"Shoes, Clothing, Accessories",4,$96.95,Others,True,Price Comparison
842020,2023-06-14 11:55:19,2023-06-14 11:55:19,False,Shoes,1,,Africa,True,Payment Issues
367593,2023-07-04 09:07:46,2023-07-04 09:32:46,True,Clothing,2,$145.96,Others,False,
665423,2023-06-18 06:48:14,2023-06-18 07:05:14,True,Accessories,2,$224.03,Europe,True,Price Comparison
568100,2023-06-28 09:24:49,2023-06-28 09:38:49,False,"Clothing, Accessories",2,$48.28,,True,Price Comparison
371207,2023-07-09 12:38:27,2023-07-09 12:38:27,True,Accessories,1,$49.76,Asia,True,Payment Issues
963450,2023-06-24 14:13:01,2023-06-24 14:17:01,True,Shoes,3,,North America,False,
991570,2023-07-10 22:48:19,2023-07-10 23:24:19,True,Shoes,10,$905.78,North America,False,
867771,2023-07-02 19:16:36,2023-07-02 20:10:36,False,"Clothing, Shoes, Accessories",7,$507.38,Asia,False,
198419,2023-06-17 09:33:30,2023-06-17 09:53:30,True,Clothing,4,$265.4,North America,True,Changed Mind
812322,2023-06-18 04:15:29,2023-06-18 04:27:29,True,"Clothing, Accessories, Shoes",3,$90.55,North America,True,Price Comparison
231758,2023-06-13 12:36:13,2023-06-13 12:38:13,False,Accessories,3,$97.53,Africa,True,High Shipping Costs
754324,2023-06-24 10:46:42,2023-06-24 11:15:42,True,Clothing,4,$211.9,Europe,True,Changed Mind
648326,2023-07-02 14:36:24,2023-07-02 14:50:24,False,"Shoes, Clothing, Accessories",3,$104.84,Asia,True,Price Comparison
574005,2023-06-28 05:49:23,2023-06-28 06:04:23,True,"Accessories, Shoes, Clothing",9,$150.5,Europe,False,
797395,2023-07-09 03:58:11,2023-07-09 04:09:11,True,"Shoes, Accessories",2,$93.59,North America,True,Price Comparison
360501,2023-06-24 23:25:08,2023-06-24 23:49:08,False,Clothing,2,$110.57,,True,Price Comparison
227567,2023-06-19 12:38:51,2023-06-19 12:42:51,False,Shoes,6,$292.76,Europe,False,
354832,2023-06-22 01:28:07,2023-06-22 01:28:07,True,Accessories,1,$55.96,Others,True,Payment Issues
601702,2023-07-04 21:15:16,2023-07-04 21:21:16,False,"Shoes, Accessories",3,$96.93,Others,True,Price Comparison
607823,2023-07-01 20:50:20,2023-07-01 21:23:20,True,Accessories,2,$129.33,Europe,False,
362018,2023-06-25 04:18:15,2023-06-25 04:18:15,False,Shoes,1,$23.05,Africa,True,High Shipping Costs
950065,2023-06-24 01:35:08,2023-06-24 02:16:08,False,Shoes,3,$56.66,Europe,True,Price Comparison
559109,2023-07-09 19:21:47,2023-07-09 20:10:47,True,Shoes,9,$488.07,Latin America,False,
583979,2023-06-17 09:49:43,2023-06-17 10:06:43,False,Clothing,3,$230.29,Africa,True,Price Comparison
905867,2023-06-23 08:04:14,2023-06-23 08:27:14,True,"Accessories, Clothing, Shoes",5,$348.71,Others,True,Price Comparison
102394,2023-07-02 19:21:19,2023-07-02 19:29:19,False,"Shoes, Clothing, Accessories",2,$153.55,Africa,True,Price Comparison
872128,2023-06-22 03:14:57,2023-06-22 03:25:57,True,"Shoes, Accessories",4,$310.11,Others,True,Price Comparison
731131,2023-06-20 01:09:44,2023-06-20 01:09:44,False,Shoes,1,$55.35,Others,True,Price Comparison
482433,2023-06-21 06:22:17,2023-06-21 07:15:17,False,"Accessories, Clothing, Shoes",5,$454.37,Africa,True,Price Comparison
256394,2023-06-13 16:02:45,2023-06-13 16:33:45,True,Accessories,2,$162.98,North America,True,Payment Issues
255015,2023-06-21 01:40:08,2023-06-21 02:39:08,False,Clothing,7,$544.35,Latin America,False,
745872,2023-06-26 22:36:03,2023-06-26 22:36:03,False,Clothing,1,$47.67,Asia,True,Price Comparison
660727,2023-07-09 04:37:13,2023-07-09 05:14:13,False,"Accessories, Shoes, Clothing",4,$63.28,Others,True,Price Comparison
979355,2023-06-25 10:30:26,2023-06-25 10:38:26,False,Shoes,4,$334.0,Others,False,
681467,2023-06-23 05:06:00,2023-06-23 05:41:00,False,"Shoes, Accessories",3,$36.87,North America,True,Price Comparison
797305,2023-06-25 07:53:37,2023-06-25 07:53:37,True,Shoes,1,$27.89,Europe,True,Payment Issues
28350,2023-07-10 02:30:03,2023-07-10 03:09:03,False,Clothing,10,$780.61,Asia,False,
625413,2023-06-17 16:36:40,2023-06-17 16:36:40,False,Shoes,1,,North America,True,Payment Issues
645582,2023-06-28 23:32:28,2023-06-28 23:35:28,True,"Accessories, Clothing, Shoes",4,$391.29,North America,True,Price Comparison
859054,2023-06-13 20:57:47,2023-06-13 21:44:47,True,Accessories,4,$210.89,Africa,True,Payment Issues
107825,2023-06-24 16:43:08,2023-06-24 17:11:08,False,Accessories,2,$151.17,Europe,True,Price Comparison
455725,2023-07-05 10:04:56,2023-07-05 10:06:56,True,Accessories,9,$558.86,Africa,False,
799508,2023-07-11 16:34:18,2023-07-11 16:34:18,False,Shoes,1,$46.65,Latin America,False,
780136,2023-06-14 13:06:44,2023-06-14 13:54:44,True,Shoes,5,$363.99,Europe,True,Price Comparison
210569,2023-07-08 10:37:38,2023-07-08 10:37:38,False,Accessories,1,$71.1,Europe,True,Price Comparison
554231,2023-06-26 12:30:46,2023-06-26 13:07:46,True,"Shoes, Clothing, Accessories",10,$589.29,Others,False,
384445,2023-06-25 00:07:56,2023-06-25 00:07:56,True,Accessories,1,$42.14,Latin America,True,High Shipping Costs
615603,2023-06-23 18:42:42,2023-06-23 19:06:42,True,"Shoes, Clothing, Accessories",3,$89.39,Africa,True,Price Comparison
367270,2023-06-24 15:44:35,2023-06-24 15:48:35,False,"Accessories, Shoes",3,$120.38,Africa,True,Payment Issues
831155,2023-06-14 16:39:05,2023-06-14 16:45:05,True,"Shoes, Clothing, Accessories",4,$327.03,Asia,False,
80261,2023-07-11 03:38:01,2023-07-11 04:23:01,False,Clothing,5,$149.75,Europe,True,Changed Mind
625566,2023-06-14 06:52:44,2023-06-14 07:41:44,False,Clothing,3,$70.49,Europe,True,Changed Mind
697358,2023-06-30 13:22:38,2023-06-30 13:22:38,True,Accessories,1,$18.24,Latin America,True,Changed Mind
759334,2023-06-22 10:26:31,2023-06-22 10:31:31,True,Shoes,5,$392.28,North America,True,Price Comparison
190366,2023-06-19 16:12:00,2023-06-19 16:57:00,False,Clothing,5,$406.85,Africa,True,High Shipping Costs
324071,2023-07-09 00:34:51,2023-07-09 01:29:51,True,"Clothing, Shoes",4,$90.98,Africa,True,Payment Issues
743599,2023-06-27 18:02:31,2023-06-27 18:02:31,False,Accessories,1,$114.46,Asia,True,Payment Issues
53792,2023-06-25 19:07:01,2023-06-25 19:14:01,False,"Clothing, Accessories, Shoes",2,$29.61,Latin America,True,Price Comparison
926441,2023-06-30 22:32:59,2023-06-30 23:29:59,False,"Clothing, Accessories, Shoes",4,$49.82,Europe,True,Payment Issues
132487,2023-06-13 17:00:32,2023-06-13 17:48:32,False,Accessories,5,$220.31,,True,Price Comparison
998296,2023-06-24 00:58:21,2023-06-24 01:23:21,False,"Clothing, Shoes, Accessories",3,$36.63,Latin America,True,Payment Issues
885795,2023-07-08 20:23:30,2023-07-08 20:37:30,True,Shoes,2,$56.75,Asia,True,Price Comparison
774870,2023-06-27 12:33:49,2023-06-27 12:57:49,False,Clothing,3,$183.28,North America,True,Payment Issues
680697,2023-07-01 02:29:11,2023-07-01 02:29:11,True,Clothing,1,$75.99,Latin America,True,Price Comparison
117360,2023-06-22 05:26:09,2023-06-22 05:29:09,False,Clothing,5,$365.03,Asia,True,Payment Issues
82243,2023-06-27 11:36:58,2023-06-27 11:36:58,True,Shoes,1,$62.15,Latin America,True,High Shipping Costs
992932,2023-07-08 23:13:09,2023-07-09 00:13:09,False,"Accessories, Shoes",2,$107.91,North America,True,Payment Issues
518079,2023-06-25 20:44:59,2023-06-25 21:17:59,False,Clothing,2,$98.25,Others,True,Payment Issues
9049,2023-06-19 11:34:31,2023-06-19 12:02:31,True,"Shoes, Clothing",2,$142.56,North America,True,Payment Issues
232432,2023-07-10 13:09:47,2023-07-10 14:07:47,True,"Accessories, Clothing, Shoes",5,$465.11,Others,True,Price Comparison
303481,2023-07-11 14:43:02,2023-07-11 15:22:02,False,"Accessories, Shoes, Clothing",5,$382.66,Latin America,True,High Shipping Costs
338535,2023-06-30 12:34:23,2023-06-30 12:34:23,True,Clothing,1,$38.78,Others,True,Changed Mind
27229,2023-07-08 09:59:45,2023-07-08 10:32:45,False,Shoes,3,$238.01,North America,False,
52965,2023-06-14 09:16:52,2023-06-14 09:57:52,False,"Clothing, Shoes",5,$121.29,Africa,False,
325922,2023-06-22 19:54:55,2023-06-22 20:17:55,False,Clothing,3,,North America,True,Payment Issues
907160,2023-06-28 23:56:01,2023-06-28 23:56:01,False,Accessories,1,$80.54,Others,True,Price Comparison
125797,2023-07-01 12:56:12,2023-07-01 13:45:12,True,Accessories,2,$112.19,Europe,True,Changed Mind
277512,2023-06-30 15:42:49,2023-06-30 16:33:49,True,"Clothing, Accessories, Shoes",3,$208.66,Latin America,True,High Shipping Costs
626748,2023-07-03 10:08:41,2023-07-03 10:23:41,True,"Clothing, Accessories",5,$529.79,Latin America,False,
313750,2023-06-28 05:35:30,2023-06-28 06:00:30,True,Clothing,3,$107.87,Europe,True,Price Comparison
568736,2023-07-09 00:17:40,2023-07-09 00:33:40,True,"Accessories, Clothing, Shoes",2,$75.95,Africa,True,Payment Issues
471553,2023-06-17 03:55:04,2023-06-17 04:38:04,False,"Clothing, Accessories",4,,Latin America,False,
42268,2023-06-24 05:22:47,2023-06-24 05:24:47,False,Clothing,9,$235.41,Others,False,
838781,2023-07-11 10:51:37,2023-07-11 11:29:37,False,"Clothing, Accessories, Shoes",5,$311.31,North America,True,Payment Issues
589895,2023-06-17 23:05:32,2023-06-17 23:05:32,True,Shoes,1,$111.52,Asia,True,Price Comparison
298071,2023-07-06 06:14:56,2023-07-06 06:53:56,True,"Shoes, Accessories",4,$54.96,North America,True,Price Comparison
2708,2023-07-06 22:03:05,2023-07-06 22:18:05,False,"Shoes, Accessories, Clothing",3,$73.64,Asia,True,Price Comparison
651761,2023-07-02 20:17:14,2023-07-02 20:30:14,False,Clothing,5,$278.81,Latin America,False,
198440,2023-07-10 11:53:54,2023-07-10 11:53:54,False,Accessories,1,$28.91,Latin America,False,
568473,2023-06-14 22:47:59,2023-06-14 23:45:59,False,Accessories,5,$426.1,,False,
719097,2023-06-25 06:07:38,2023-06-25 06:17:38,True,"Accessories, Shoes",5,$303.42,North America,True,Payment Issues
670336,2023-07-06 15:46:12,2023-07-06 16:01:12,True,Clothing,4,$376.44,Africa,True,Payment Issues
202380,2023-06-27 00:44:12,2023-06-27 01:43:12,True,Clothing,10,$591.76,Latin America,False,
611970,2023-06-14 20:16:13,2023-06-14 20:59:13,True,"Accessories, Clothing, Shoes",3,$156.66,Latin America,True,Price Comparison
995995,2023-07-08 03:34:00,2023-07-08 04:27:00,True,Accessories,3,,Europe,True,Payment Issues
959063,2023-06-14 11:32:33,2023-06-14 11:37:33,False,"Shoes, Clothing, Accessories",5,$66.38,Others,False,
224878,2023-06-22 23:30:27,2023-06-23 00:03:27,True,"Shoes, Accessories, Clothing",4,$143.49,Africa,False,
187648,2023-06-26 14:28:18,2023-06-26 14:44:18,True,"Accessories, Clothing",2,$134.23,Europe,True,Changed Mind
769298,2023-06-23 01:55:26,2023-06-23 02:03:26,True,"Shoes, Clothing, Accessories",3,$50.89,Africa,True,Payment Issues
228124,2023-06-17 18:41:15,2023-06-17 18:44:15,True,Accessories,5,$101.46,Latin America,True,Price Comparison
70813,2023-06-21 18:37:01,2023-06-21 19:05:01,True,Shoes,6,$258.86,Others,False,
418100,2023-07-11 07:01:34,2023-07-11 07:16:34,True,Accessories,3,$66.27,Africa,True,Payment Issues
716781,2023-06-24 17:18:05,2023-06-24 17:18:05,False,Shoes,1,$61.04,Africa,True,Payment Issues
860971,2023-06-29 06:16:18,2023-06-29 06:23:18,False,"Clothing, Accessories, Shoes",4,$97.95,Others,True,Changed Mind
349080,2023-06-16 08:31:30,2023-06-16 09:24:30,True,Shoes,5,$263.93,Asia,True,Changed Mind
843381,2023-06-18 05:20:44,2023-06-18 05:20:44,False,Accessories,1,$12.75,Latin America,True,Payment Issues
897828,2023-06-14 03:51:06,2023-06-14 03:53:06,True,Accessories,5,$82.21,Africa,False,
966687,2023-06-19 21:30:42,2023-06-19 21:30:42,True,Shoes,1,$51.59,,True,Price Comparison
844464,2023-06-15 03:46:14,2023-06-15 03:57:14,False,Shoes,4,$104.3,Africa,True,Price Comparison
990304,2023-07-01 21:54:22,2023-07-01 21:54:22,False,Accessories,1,$76.87,Others,True,Payment Issues
236987,2023-07-07 14:30:21,2023-07-07 15:18:21,True,"Clothing, Shoes",3,$84.66,North America,True,Price Comparison
100332,2023-07-08 23:40:15,2023-07-09 00:17:15,False,Clothing,5,$377.12,Europe,True,Price Comparison
448846,2023-07-01 05:11:09,2023-07-01 05:45:09,False,"Clothing, Shoes, Accessories",6,$361.63,Europe,False,
298595,2023-06-30 10:10:03,2023-06-30 10:36:03,False,"Accessories, Clothing",4,$412.55,Asia,True,Changed Mind
420313,2023-07-10 11:23:11,2023-07-10 11:54:11,False,Shoes,2,$52.41,,True,Payment Issues
90645,2023-06-26 01:53:21,2023-06-26 02:33:21,True,"Clothing, Accessories, Shoes",5,$232.28,North America,True,Price Comparison
41401,2023-07-04 08:36:28,2023-07-04 08:36:28,False,Shoes,1,$73.65,Others,True,Price Comparison
44767,2023-07-06 11:58:37,2023-07-06 12:07:37,False,Clothing,4,$304.26,Latin America,False,
571144,2023-06-29 10:13:22,2023-06-29 11:13:22,True,"Shoes, Accessories",4,$64.73,Europe,True,Changed Mind
558039,2023-06-29 17:17:37,2023-06-29 17:19:37,False,"Shoes, Clothing, Accessories",5,$92.59,Europe,True,Price Comparison
680258,2023-06-19 13:57:38,2023-06-19 14:21:38,False,Accessories,2,$174.41,Europe,True,Price Comparison
900092,2023-06-30 14:22:19,2023-06-30 14:59:19,True,Clothing,3,$234.28,Others,True,Price Comparison
197221,2023-06-16 22:22:06,2023-06-16 22:45:06,False,"Shoes, Clothing",5,$202.97,Latin America,True,Price Comparison
770389,2023-07-08 08:12:05,2023-07-08 08:12:05,True,Clothing,1,$76.08,Latin America,True,Price Comparison
747987,2023-06-29 08:39:34,2023-06-29 09:13:34,True,"Shoes, Clothing",2,$20.11,Europe,True,Price Comparison
378423,2023-06-29 19:21:31,2023-06-29 19:44:31,True,"Shoes, Accessories",10,$654.15,Africa,False,
538848,2023-06-27 01:00:00,2023-06-27 01:29:00,True,Accessories,9,$161.33,North America,False,
287533,2023-06-23 09:13:00,2023-06-23 09:13:00,True,Shoes,1,$24.02,Asia,False,
972566,2023-06-25 11:43:05,2023-06-25 12:01:05,False,"Accessories, Shoes, Clothing",2,$200.22,Africa,True,Payment Issues
122481,2023-06-28 10:45:51,2023-06-28 10:50:51,True,Shoes,10,,North America,False,
904650,2023-07-10 14:41:51,2023-07-10 15:13:51,True,"Shoes, Accessories",5,$240.35,Latin America,True,Payment Issues
967639,2023-07-06 03:20:06,2023-07-06 03:30:06,True,Clothing,4,$137.31,Latin America,True,Payment Issues
73135,2023-06-24 16:58:58,2023-06-24 17:29:58,False,Clothing,5,$145.11,Africa,False,
13808,2023-06-17 19:13:38,2023-06-17 19:21:38,True,Clothing,5,$337.37,Latin America,False,
476608,2023-06-14 02:27:42,2023-06-14 03:03:42,True,"Accessories, Shoes",5,$268.8,Asia,True,Price Comparison
86218,2023-06-15 13:11:30,2023-06-15 13:38:30,False,"Shoes, Clothing, Accessories",4,$404.8,Africa,True,Payment Issues
803893,2023-06-21 22:19:54,2023-06-21 23:15:54,True,Clothing,4,$48.1,Others,True,Price Comparison
671047,2023-06-25 01:10:57,2023-06-25 01:10:57,False,Accessories,1,$23.34,North America,True,Payment Issues
355304,2023-07-02 14:14:19,2023-07-02 14:41:19,False,"Shoes, Accessories, Clothing",3,$287.96,Europe,True,Changed Mind
2514,2023-07-04 20:58:40,2023-07-04 21:18:40,True,"Accessories, Clothing, Shoes",5,$486.1,Asia,True,Payment Issues
918288,2023-07-02 14:27:20,2023-07-02 14:38:20,False,"Accessories, Shoes, Clothing",4,$191.16,Asia,False,
93044,2023-06-19 05:10:05,2023-06-19 05:59:05,False,"Accessories, Shoes",2,$119.35,North America,True,Price Comparison
54676,2023-06-24 14:25:55,2023-06-24 14:38:55,False,Shoes,3,$151.21,Latin America,True,Price Comparison
570221,2023-06-25 16:15:35,2023-06-25 16:17:35,False,Accessories,4,$157.97,Others,True,Price Comparison
862599,2023-06-18 20:57:22,2023-06-18 21:42:22,False,Shoes,5,$306.23,Others,True,Price Comparison
313425,2023-06-29 01:07:50,2023-06-29 01:07:50,False,Clothing,1,$65.3,North America,True,High Shipping Costs
731280,2023-06-19 10:24:34,2023-06-19 11:01:34,True,"Clothing, Accessories",5,$73.71,Europe,False,
290968,2023-06-14 20:31:04,2023-06-14 20:57:04,False,"Accessories, Clothing",5,$231.94,North America,True,Price Comparison
791058,2023-06-26 17:26:30,2023-06-26 17:26:30,True,Accessories,1,$15.18,Latin America,True,Price Comparison
677595,2023-06-29 17:55:21,2023-06-29 18:04:21,False,"Accessories, Clothing, Shoes",6,$203.04,North America,False,
433689,2023-06-27 16:01:22,2023-06-27 16:51:22,True,Clothing,2,$111.42,North America,False,
216992,2023-06-28 01:07:19,2023-06-28 01:57:19,True,"Accessories, Clothing",3,$270.72,Others,True,Price Comparison
122825,2023-06-29 02:38:15,2023-06-29 02:41:15,True,"Clothing, Shoes",4,$292.82,Europe,True,Payment Issues
685048,2023-07-05 00:28:16,2023-07-05 00:53:16,False,"Shoes, Accessories",4,$274.94,Others,True,Payment Issues
54704,2023-06-22 09:41:55,2023-06-22 10:05:55,True,Accessories,8,$806.58,Europe,False,
160823,2023-07-07 15:19:52,2023-07-07 15:59:52,True,"Accessories, Shoes",5,$94.42,Asia,True,Price Comparison
761369,2023-06-20 07:11:41,2023-06-20 07:31:41,True,"Clothing, Shoes, Accessories",10,$390.48,Asia,False,
35350,2023-06-17 10:25:42,2023-06-17 10:34:42,True,"Shoes, Clothing",3,$88.26,Asia,True,Price Comparison
565748,2023-06-14 10:06:07,2023-06-14 10:49:07,False,Shoes,5,$174.55,North America,True,Price Comparison
97357,2023-06-21 03:42:02,2023-06-21 03:57:02,True,Accessories,3,$132.46,North America,True,Payment Issues
92722,2023-06-28 04:33:44,2023-06-28 04:33:44,False,Clothing,1,$53.34,Asia,True,Price Comparison
957735,2023-06-20 00:28:28,2023-06-20 01:24:28,False,"Accessories, Shoes",5,$466.63,Europe,True,Changed Mind
733746,2023-07-04 21:22:57,2023-07-04 21:22:57,True,Accessories,1,$32.17,Latin America,True,Payment Issues
69637,2023-06-13 12:08:21,2023-06-13 12:51:21,False,"Clothing, Shoes, Accessories",5,$61.54,Others,True,Price Comparison
784528,2023-06-25 01:55:36,2023-06-25 01:58:36,False,"Accessories, Shoes",4,$83.41,Others,True,Payment Issues
983078,2023-06-17 05:56:44,2023-06-17 06:16:44,True,"Shoes, Accessories",2,$94.82,Latin America,True,Changed Mind
498368,2023-06-21 04:33:07,2023-06-21 05:18:07,True,Shoes,4,$168.66,Europe,True,Payment Issues
748378,2023-06-21 19:13:56,2023-06-21 19:27:56,False,"Accessories, Clothing",5,$433.73,Africa,True,Payment Issues
178358,2023-06-25 22:28:14,2023-06-25 22:35:14,False,Clothing,8,,North America,False,
765831,2023-07-01 05:20:01,2023-07-01 05:59:01,False,"Shoes, Clothing",2,$157.52,Asia,True,Payment Issues
130160,2023-07-02 19:35:03,2023-07-02 20:33:03,False,"Clothing, Shoes, Accessories",2,$106.32,,True,Payment Issues
442470,2023-07-10 20:11:34,2023-07-10 20:37:34,False,"Shoes, Accessories",5,$81.06,Asia,True,Payment Issues
654276,2023-07-10 06:13:27,2023-07-10 06:42:27,False,Accessories,5,$231.54,Latin America,False,
931675,2023-06-22 06:19:16,2023-06-22 06:32:16,True,"Shoes, Accessories, Clothing",5,$74.6,Latin America,True,Changed Mind
901134,2023-06-15 04:59:03,2023-06-15 05:46:03,False,Shoes,2,$190.41,North America,True,Payment Issues
270345,2023-07-02 18:44:26,2023-07-02 18:49:26,True,Accessories,3,$89.78,Latin America,True,Price Comparison
17931,2023-06-13 04:13:30,2023-06-13 05:04:30,False,"Clothing, Shoes",2,$166.67,Others,True,Changed Mind
232325,2023-06-23 07:02:03,2023-06-23 07:11:03,True,"Clothing, Accessories, Shoes",5,$422.27,Africa,False,
291319,2023-06-26 15:07:39,2023-06-26 15:21:39,False,Shoes,4,$190.56,Europe,True,Changed Mind
26724,2023-06-15 05:22:46,2023-06-15 06:17:46,True,"Clothing, Accessories, Shoes",4,$174.44,Europe,True,Price Comparison
180008,2023-06-26 18:09:27,2023-06-26 19:07:27,False,"Clothing, Accessories, Shoes",4,$289.38,Latin America,True,Payment Issues
