customer_id,first_item_added,last_item_added,discount_applied,item_category,number_of_items,total_price,shipping_region,abandoned_checkout,reason_for_abandonment
855321,2023-06-26 04:14:37,2023-06-26 04:16:37,False,Accessories,6,$364.1,Africa,True,Price Comparison
334592,2023-06-30 09:12:10,2023-06-30 09:18:10,True,Accessories,8,$218.14,Asia,False,
67337,2023-07-08 16:11:23,2023-07-08 16:28:23,True,"Clothing, Shoes, Accessories",6,$600.59,North America,True,Price Comparison
958963,2023-06-25 10:21:15,2023-06-25 10:34:15,True,Clothing,8,$344.18,North America,False,
433830,2023-06-18 23:57:09,2023-06-18 23:57:09,False,Accessories,1,$54.66,Asia,False,
585644,2023-06-23 21:37:26,2023-06-23 21:54:26,False,"Shoes, Accessories, Clothing",3,$183.35,Asia,True,Price Comparison
187648,2023-06-26 15:06:21,2023-06-26 15:46:21,False,Accessories,4,$330.44,Others,True,High Shipping Costs
942792,2023-07-11 05:15:34,2023-07-11 06:11:34,False,Clothing,5,$120.12,Latin America,True,Payment Issues
300799,2023-06-15 18:10:14,2023-06-15 18:55:14,False,"Accessories, Clothing",2,$164.22,Latin America,True,High Shipping Costs
451360,2023-06-17 23:08:31,2023-06-17 23:40:31,True,Shoes,2,$170.16,Asia,True,Price Comparison
518312,2023-06-30 04:23:17,2023-06-30 04:50:17,False,"Clothing, Accessories",5,$122.44,Latin America,True,Price Comparison
463323,2023-06-17 06:38:29,2023-06-17 07:23:29,False,Shoes,6,$316.72,Africa,True,Price Comparison
843381,2023-06-28 19:01:22,2023-06-28 19:14:22,False,"Clothing, Shoes, Accessories",4,$405.59,Asia,True,Price Comparison
28509,2023-06-20 19:37:41,2023-06-20 19:48:41,False,"Shoes, Accessories, Clothing",2,$103.17,Europe,True,Price Comparison
923706,2023-07-02 20:01:21,2023-07-02 20:31:21,False,"Accessories, Clothing, Shoes",2,$153.74,Asia,True,Price Comparison
362901,2023-07-04 04:43:35,2023-07-04 04:52:35,True,Accessories,2,$131.07,Latin America,True,Price Comparison
543395,2023-07-02 03:18:08,2023-07-02 03:25:08,False,"Clothing, Shoes",5,$301.36,Asia,True,Payment Issues
659700,2023-06-15 16:53:55,2023-06-15 17:17:55,False,"Shoes, Clothing",2,$101.19,Asia,True,Payment Issues
97374,2023-07-09 02:48:35,2023-07-09 02:59:35,False,Shoes,7,$588.27,Latin America,True,Payment Issues
373813,2023-06-14 19:32:02,2023-06-14 20:03:02,False,"Shoes, Accessories",2,$27.59,North America,True,High Shipping Costs
314774,2023-06-20 14:41:34,2023-06-20 15:17:34,False,Accessories,2,$115.31,Others,True,Price Comparison
400787,2023-07-09 14:20:04,2023-07-09 15:12:04,False,"Accessories, Clothing",4,$245.83,Europe,True,Changed Mind
655127,2023-06-27 19:58:19,2023-06-27 20:31:19,False,Clothing,2,$119.0,Africa,False,
992756,2023-07-01 12:29:18,2023-07-01 13:22:18,False,Clothing,5,$390.46,Africa,True,Changed Mind
197221,2023-06-14 17:59:16,2023-06-14 18:43:16,False,"Clothing, Shoes",2,$139.15,North America,True,Payment Issues
550824,2023-07-04 18:21:06,2023-07-04 19:16:06,False,"Clothing, Shoes, Accessories",3,$46.7,Africa,True,Changed Mind
925705,2023-07-02 15:18:43,2023-07-02 16:10:43,True,Accessories,6,$375.92,Others,True,Payment Issues
102062,2023-06-24 07:19:59,2023-06-24 07:55:59,True,Shoes,5,$390.27,Others,True,Changed Mind
972566,2023-06-28 00:13:39,2023-06-28 00:47:39,True,Accessories,4,$157.7,Latin America,False,
367846,2023-07-09 17:45:36,2023-07-09 18:27:36,False,"Clothing, Shoes, Accessories",5,$199.26,Others,True,Payment Issues
967639,2023-06-25 00:12:39,2023-06-25 00:48:39,True,Clothing,7,$337.45,North America,True,High Shipping Costs
300939,2023-07-09 16:44:09,2023-07-09 16:54:09,False,"Accessories, Clothing",3,$94.21,Asia,True,Price Comparison
54134,2023-07-04 11:49:45,2023-07-04 11:57:45,False,Clothing,5,$364.09,,True,Changed Mind
410566,2023-06-14 18:33:24,2023-06-14 18:54:24,False,Accessories,2,$183.54,Europe,True,Price Comparison
432289,2023-06-19 08:06:47,2023-06-19 08:40:47,False,Shoes,3,$169.56,North America,True,Payment Issues
917907,2023-07-11 22:08:20,2023-07-11 22:23:20,False,Shoes,10,$490.41,North America,False,
466959,2023-07-05 19:05:39,2023-07-05 19:19:39,True,Accessories,7,$680.54,Africa,True,Price Comparison
757386,2023-07-03 12:34:19,2023-07-03 13:11:19,False,Accessories,3,$143.37,Asia,True,Price Comparison
372591,2023-06-26 06:38:43,2023-06-26 07:17:43,True,Clothing,6,$387.45,Others,True,Changed Mind
293880,2023-07-04 22:10:26,2023-07-04 22:17:26,False,Clothing,3,$150.78,Europe,True,Price Comparison
277276,2023-06-28 06:32:27,2023-06-28 06:33:27,False,"Clothing, Accessories",7,$146.87,Latin America,True,Changed Mind
798281,2023-06-20 08:31:33,2023-06-20 09:13:33,False,Clothing,4,$58.97,Others,True,Price Comparison
110555,2023-07-11 04:23:40,2023-07-11 04:55:40,True,Clothing,4,$63.05,Europe,True,Payment Issues
791058,2023-07-01 01:51:56,2023-07-01 02:02:56,False,Accessories,2,$171.18,Latin America,True,Price Comparison
447962,2023-07-03 20:10:05,2023-07-03 20:16:05,False,"Clothing, Accessories, Shoes",6,$621.41,North America,False,
633454,2023-06-28 23:14:18,2023-06-28 23:47:18,False,"Accessories, Clothing",3,$125.58,Africa,True,Payment Issues
122825,2023-07-06 21:13:15,2023-07-06 21:40:15,False,Accessories,3,$70.64,Europe,True,Payment Issues
496644,2023-07-10 22:45:28,2023-07-10 23:42:28,False,Clothing,5,$72.76,Asia,True,Price Comparison
676349,2023-07-11 18:58:20,2023-07-11 19:28:20,False,"Shoes, Accessories",2,$128.82,North America,True,Price Comparison
611431,2023-06-30 04:06:45,2023-06-30 04:29:45,False,"Shoes, Clothing, Accessories",2,$181.51,Latin America,True,Price Comparison
463658,2023-06-18 06:27:56,2023-06-18 06:51:56,True,Shoes,4,$50.19,North America,True,Payment Issues
601951,2023-07-05 08:26:03,2023-07-05 09:10:03,False,"Shoes, Accessories, Clothing",2,$183.04,Others,False,
933826,2023-07-11 07:30:27,2023-07-11 08:16:27,True,Accessories,4,$382.55,North America,True,Price Comparison
654599,2023-06-16 23:39:57,2023-06-17 00:01:57,True,Accessories,6,$348.43,Africa,True,Price Comparison
460444,2023-07-05 21:57:19,2023-07-05 22:11:19,False,Accessories,2,$77.26,Africa,True,Price Comparison
972022,2023-06-29 18:25:06,2023-06-29 19:20:06,True,"Clothing, Shoes",3,$171.53,North America,True,Price Comparison
448937,2023-06-19 17:39:37,2023-06-19 18:14:37,False,Accessories,5,$349.8,Europe,True,Price Comparison
180339,2023-07-12 07:58:05,2023-07-12 08:08:05,True,"Clothing, Accessories, Shoes",2,$146.32,Asia,True,High Shipping Costs
381786,2023-07-02 03:27:00,2023-07-02 03:56:00,False,Shoes,3,$87.19,North America,True,Payment Issues
680499,2023-07-03 17:42:02,2023-07-03 17:48:02,False,"Clothing, Shoes",3,$159.48,Others,True,Price Comparison
672624,2023-06-27 17:43:23,2023-06-27 18:18:23,True,"Shoes, Accessories, Clothing",5,$258.75,Latin America,True,Price Comparison
422843,2023-06-23 04:26:15,2023-06-23 04:59:15,False,"Shoes, Accessories",6,$89.52,,True,Price Comparison
461071,2023-06-26 23:16:44,2023-06-26 23:16:44,True,Clothing,1,$40.89,Europe,False,
603127,2023-06-14 02:20:29,2023-06-14 03:06:29,False,"Clothing, Shoes",9,$260.67,Europe,False,
232325,2023-06-27 05:58:43,2023-06-27 06:06:43,True,Accessories,3,$56.78,North America,True,Price Comparison
473730,2023-07-07 23:35:55,2023-07-07 23:59:55,False,Shoes,4,$54.2,Others,False,
517628,2023-07-11 08:01:35,2023-07-11 08:15:35,False,Accessories,6,$145.05,Europe,False,
218537,2023-06-19 02:38:36,2023-06-19 02:39:36,True,Shoes,4,$211.11,Others,False,
564671,2023-06-27 01:14:13,2023-06-27 01:58:13,False,Clothing,2,$69.34,,True,Payment Issues
880051,2023-07-10 10:42:38,2023-07-10 11:30:38,False,Accessories,3,$279.46,Africa,True,Price Comparison
521853,2023-07-12 09:12:00,2023-07-12 09:18:00,True,Clothing,3,$249.82,Europe,True,Price Comparison
725801,2023-06-14 15:40:19,2023-06-14 16:11:19,False,Shoes,6,$298.68,Asia,False,
585488,2023-06-26 13:16:31,2023-06-26 13:32:31,True,"Shoes, Clothing",5,$107.11,Asia,True,Price Comparison
319027,2023-06-19 05:51:07,2023-06-19 06:33:07,False,Accessories,8,$661.31,Latin America,True,High Shipping Costs
991973,2023-06-30 08:50:55,2023-06-30 09:24:55,False,"Shoes, Clothing",6,$255.06,Others,True,Payment Issues
127624,2023-06-28 14:32:46,2023-06-28 15:29:46,False,"Accessories, Clothing, Shoes",7,$599.08,Latin America,True,Price Comparison
514216,2023-07-06 11:40:36,2023-07-06 12:22:36,False,"Shoes, Clothing, Accessories",3,$215.51,Others,True,Changed Mind
187591,2023-06-29 16:19:57,2023-06-29 17:19:57,False,"Clothing, Accessories",2,$75.59,Latin America,True,High Shipping Costs
557810,2023-06-29 13:07:41,2023-06-29 13:20:41,True,Accessories,8,$310.06,Latin America,False,
277131,2023-06-21 02:49:22,2023-06-21 02:52:22,False,Shoes,5,$192.95,Latin America,True,Price Comparison
487068,2023-06-18 22:05:03,2023-06-18 22:25:03,True,"Clothing, Shoes",7,$567.38,Others,True,High Shipping Costs
908019,2023-06-23 14:38:27,2023-06-23 15:08:27,False,"Clothing, Shoes",6,$444.87,North America,True,Payment Issues
217408,2023-06-24 19:17:14,2023-06-24 19:59:14,False,"Accessories, Clothing",2,$71.8,North America,True,Changed Mind
1897,2023-06-14 04:46:26,2023-06-14 05:00:26,False,"Shoes, Clothing",6,$243.79,Africa,False,
927059,2023-06-17 18:02:58,2023-06-17 18:04:58,True,"Shoes, Clothing",3,$280.14,Asia,True,Payment Issues
91336,2023-06-30 08:53:15,2023-06-30 08:55:15,False,Accessories,4,$249.83,Asia,True,Price Comparison
457912,2023-06-16 00:31:41,2023-06-16 00:57:41,False,"Accessories, Shoes, Clothing",5,$244.97,Europe,True,Price Comparison
696305,2023-06-19 23:50:42,2023-06-20 00:10:42,False,"Shoes, Clothing, Accessories",2,$168.77,Africa,True,Price Comparison
35664,2023-06-17 18:00:18,2023-06-17 18:40:18,False,"Accessories, Shoes",5,$377.75,Africa,True,Price Comparison
913666,2023-07-09 10:49:50,2023-07-09 11:42:50,False,"Accessories, Clothing, Shoes",3,$66.86,Others,False,
480923,2023-07-08 11:43:10,2023-07-08 12:38:10,True,Shoes,6,$450.13,Europe,True,Price Comparison
562432,2023-07-02 01:21:00,2023-07-02 02:03:00,False,"Accessories, Shoes, Clothing",8,$714.92,Asia,False,
507093,2023-07-05 05:25:22,2023-07-05 06:10:22,True,"Shoes, Accessories",5,$256.54,Latin America,True,Price Comparison
773508,2023-07-07 15:18:28,2023-07-07 15:31:28,False,Shoes,3,$222.62,Asia,False,
499933,2023-07-03 04:45:40,2023-07-03 05:36:40,False,Shoes,6,$343.98,North America,True,Payment Issues
293547,2023-07-10 06:29:02,2023-07-10 06:47:02,False,Shoes,3,$28.59,Asia,False,
144027,2023-07-04 19:37:39,2023-07-04 20:29:39,True,"Clothing, Shoes",5,$143.19,Asia,True,Payment Issues
413345,2023-06-17 07:34:51,2023-06-17 07:46:51,False,"Clothing, Accessories, Shoes",6,$391.42,North America,True,Price Comparison
432513,2023-06-16 21:46:29,2023-06-16 22:41:29,True,"Accessories, Clothing",6,$289.28,North America,True,Price Comparison
980429,2023-06-18 03:11:05,2023-06-18 03:27:05,False,Clothing,3,$59.43,Europe,False,
252951,2023-07-04 12:46:16,2023-07-04 12:50:16,False,"Clothing, Shoes",3,$233.22,Europe,True,Price Comparison
95657,2023-06-30 20:12:59,2023-06-30 20:13:59,False,"Accessories, Shoes",2,$153.46,Latin America,True,Payment Issues
526639,2023-07-10 08:20:08,2023-07-10 08:28:08,False,"Clothing, Accessories, Shoes",2,$152.35,Others,True,Payment Issues
318515,2023-07-04 15:10:36,2023-07-04 15:33:36,True,Accessories,3,$52.44,Others,True,Price Comparison
115767,2023-06-26 00:24:03,2023-06-26 01:10:03,False,Shoes,3,$253.16,,True,Payment Issues
169290,2023-06-22 23:46:29,2023-06-22 23:52:29,True,Clothing,9,$301.8,Latin America,False,
363715,2023-06-28 10:55:19,2023-06-28 11:37:19,True,"Accessories, Clothing, Shoes",3,$178.44,Others,True,Price Comparison
540973,2023-06-23 11:14:33,2023-06-23 11:26:33,True,"Accessories, Shoes, Clothing",5,$44.96,Others,True,Payment Issues
776898,2023-06-27 05:44:22,2023-06-27 05:52:22,True,Clothing,6,$468.75,Latin America,True,High Shipping Costs
186647,2023-06-17 22:21:12,2023-06-17 22:52:12,True,"Clothing, Accessories, Shoes",2,$89.59,North America,False,
142071,2023-07-07 18:18:00,2023-07-07 18:41:00,True,"Clothing, Shoes",7,$171.21,,True,Price Comparison
188522,2023-07-05 06:09:51,2023-07-05 06:13:51,False,Accessories,2,$168.53,Latin America,True,Payment Issues
960058,2023-07-04 21:46:19,2023-07-04 22:12:19,True,"Accessories, Shoes",6,$367.59,North America,False,
968331,2023-06-15 10:31:17,2023-06-15 10:44:17,True,"Shoes, Accessories",4,$432.44,North America,True,Payment Issues
735864,2023-07-08 05:21:23,2023-07-08 05:46:23,True,Shoes,3,$183.39,Asia,True,High Shipping Costs
842137,2023-07-05 02:37:19,2023-07-05 03:12:19,False,Accessories,5,$274.25,Others,True,Price Comparison
176900,2023-06-21 17:53:40,2023-06-21 18:29:40,False,Shoes,7,$598.8,Africa,True,Payment Issues
30875,2023-06-17 08:00:19,2023-06-17 08:57:19,False,"Accessories, Shoes",8,$571.72,Others,True,Payment Issues
867407,2023-06-20 13:48:39,2023-06-20 14:06:39,False,"Clothing, Shoes, Accessories",4,$311.32,Others,False,
484080,2023-06-20 16:29:41,2023-06-20 16:53:41,False,Clothing,3,$49.79,North America,True,Payment Issues
502394,2023-06-30 07:25:07,2023-06-30 08:03:07,False,Clothing,3,$316.7,Africa,True,Price Comparison
239219,2023-06-19 22:52:55,2023-06-19 23:43:55,True,"Shoes, Clothing, Accessories",7,,Europe,False,
815573,2023-06-15 11:37:06,2023-06-15 12:02:06,True,Accessories,3,$161.1,Latin America,True,Changed Mind
984178,2023-07-10 03:53:02,2023-07-10 04:27:02,False,"Shoes, Clothing",7,$389.32,Asia,True,High Shipping Costs
717723,2023-07-04 12:38:16,2023-07-04 13:13:16,True,"Accessories, Shoes, Clothing",2,$41.28,North America,True,Changed Mind
537228,2023-06-19 23:34:23,2023-06-20 00:34:23,False,Accessories,2,$55.0,Asia,True,Changed Mind
409632,2023-06-17 10:12:06,2023-06-17 10:43:06,True,Accessories,3,$247.14,North America,True,Changed Mind
679906,2023-06-19 08:39:17,2023-06-19 09:24:17,True,"Clothing, Accessories",5,$153.82,Europe,True,Price Comparison
737240,2023-06-14 07:34:15,2023-06-14 08:23:15,False,"Accessories, Clothing, Shoes",6,$220.72,North America,True,Changed Mind
21205,2023-07-09 03:48:51,2023-07-09 03:56:51,False,"Shoes, Accessories, Clothing",3,$55.81,Asia,False,
